driving_style,avg_speed,min_speed,max_speed,max_acceleration,max_deceleration,max_steering,max_steering_diff,min_acc_pedal,max_acc_pedal,quantile_0.25_acc_pedal,median_acc_pedal,quantile_0.75_acc_pedal,min_brake_pedal,max_brake_pedal,quantile_0.25_brake_pedal,median_brake_pedal,quantile_0.75_brake_pedal
fast,19.707776001180353,18.80986976623535,21.340848922729492,0.013895094394683838,-0.026352733373641996,0.4477568864822387,0.026352733373641996,0.0,1.0,0.19244971871376035,0.3452253937721252,0.5312509536743164,0.0,0.0,0.19244971871376035,0.0,0.0
fast,19.64323605855306,18.80986976623535,21.340848922729492,0.013895094394683838,-0.026352733373641996,0.4391323626041412,0.026352733373641996,0.0,1.0,0.1934415698051452,0.3789635896682739,0.5390636920928955,0.0,0.0,0.1934415698051452,0.0,0.0
fast,19.648758424123127,18.80986976623535,21.340848922729492,0.013895094394683838,-0.026352733373641996,0.4391323626041412,0.026352733373641996,0.0,1.0,0.3214209377765655,0.4960173368453979,0.5390636920928955,0.0,0.0,0.3214209377765655,0.0,0.0
fast,19.70627709388733,18.80986976623535,21.340848922729492,0.013895094394683838,-0.022998750209808405,0.0776207745075225,0.022998750209808405,0.0,1.0,0.3531602025032043,0.5390636920928955,0.6025421917438507,0.0,0.0,0.3531602025032043,0.0,0.0
fast,19.715185073216755,18.80986976623535,21.340848922729492,0.013895094394683838,-0.0232383012771607,0.0666005462408065,0.0232383012771607,0.0,1.0,0.3531602025032043,0.4999847412109375,0.5390636920928955,0.0,0.0,0.3531602025032043,0.0,0.0
fast,19.579668992360432,18.80986976623535,21.336332321166992,0.013895094394683838,-0.0232383012771607,0.0376125387847423,0.0232383012771607,0.0,0.6406292915344238,0.3531602025032043,0.4682455062866211,0.5390636920928955,0.0,0.0,0.3531602025032043,0.0,0.0
fast,19.426044086449952,18.80986976623535,20.268604278564453,0.018926054239273016,-0.0232383012771607,-0.0852870270609855,0.0232383012771607,0.1706289947032928,0.6406292915344238,0.416653960943222,0.4682455062866211,0.5390636920928955,0.0,0.0,0.416653960943222,0.0,0.0
fast,19.369589153925578,18.80986976623535,19.89695930480957,0.018926054239273016,-0.0232383012771607,-0.0807351917028427,0.0232383012771607,0.3214209377765655,0.6406292915344238,0.416653960943222,0.4682455062866211,0.5390636920928955,0.0,0.0,0.416653960943222,0.0,0.0
fast,19.387564481099446,18.80986976623535,19.89695930480957,0.018926054239273016,-0.0232383012771607,0.0249153114855289,0.0232383012771607,0.2618945837020874,0.6406292915344238,0.3601031601428985,0.4444257915019989,0.5390636920928955,0.0,0.0,0.3601031601428985,0.0,0.0
fast,19.447083019454013,18.80994987487793,19.89695930480957,0.018926054239273016,-0.0232383012771607,0.0682775378227233,0.0232383012771607,0.2579271793365478,0.6406292915344238,0.3571276068687439,0.4444257915019989,0.5390636920928955,0.0,0.0,0.3571276068687439,0.0,0.0
fast,19.49395501236749,19.127771377563477,19.89695930480957,0.018926054239273016,-0.0232383012771607,0.0682775378227233,0.0232383012771607,0.099200427532196,0.6406292915344238,0.3531602025032043,0.4444257915019989,0.5390636920928955,0.0,0.0,0.3531602025032043,0.0,0.0
